category,segment_index,breakpoint,slope,ci_low,ci_high,n_segments,n_points
ALL_DATA,0,,0.6990685659822249,,,2,139
ALL_DATA,1,29058.020970769798,-0.3574261363438009,333.2266192240062,35819.9384183729,2,139
64 fp32,0,,0.8186875018180954,,,2,46
64 fp32,1,29388.872861565927,-0.3731930091516229,2139.772024080252,39500.31822852031,2,46
32 fp32,0,,0.7703772706909884,,,2,85
32 fp32,1,13747.130306546516,0.008175793712825065,488.26425533603054,30671.032283775643,2,85
