Packet,Benchmark,Component,Percentile Rank,# Compatible Public Results,Intervals,ns/day (Average),Microarchitecture,Release Date,Atoms,Market,Natoms*ns/day,vendor_id,Mem Bandwidth. GB/s,Mem Channels,CPU MHz,CPU max MHz,L3 cache,Cache L3. KB,L2 cache,Cache L2. KB,Core(s) per socket,Thread(s) per core,Socket(s),Cores,Threads,wiki FP32,GFLOPS,Base TDP. W,Price.$
LAMMPS_23Jun2022,Model_20k_Atoms,Intel Xeon Platinum 8490H,77th,5,0,34.9,Sapphire Rapids,Q1'23,19605,Server,684214.5,GenuineIntel,307.2,8,1900,3500,112.5 MiB (1 instance),115200,120 MiB,122880,60,2,1,60,120,64,7296,350,17000
LAMMPS_23Jun2022,Model_20k_Atoms,2 x Intel Xeon Platinum 8380,76th,20,1.2,34.4,Ice Lake,Q2'21,19605,Server,674412,GenuineIntel,409.6,16,2300,3400,120 MiB,122880,80 MiB,81920,40,2,2,80,160,64,11776,540,18718
LAMMPS_23Jun2022,Model_20k_Atoms,2 x Intel Xeon Platinum 8362,76th,6,0.2,33.6,Ice Lake,Q2'21,19605,Server,658728,GenuineIntel,409.6,16,2800,3600,96 MiB (2 instances),98304,80 MiB,81920,32,2,2,64,128,64,11468.8,530,12472
LAMMPS_23Jun2022,Model_20k_Atoms,Intel Xeon Platinum 8468,75th,5,0.3,32.5,Sapphire Rapids,Q1'23,19605,Server,637162.5,GenuineIntel,307.2,8,2100,2800,105 MiB (1 instance),107520,96 MiB,98304,48,2,1,48,96,64,6451.2,350,7214
LAMMPS_23Jun2022,Model_20k_Atoms,2 x AMD EPYC 7713 64-Core,75th,4,0.4,32.4,Zen 3,Q1'21,19605,Server,635202,AuthenticAMD,409.6,16,2000,3675,512 MiB,524288,64 MiB,65536,64,2,2,128,256,32,8192,450,14120
LAMMPS_23Jun2022,Model_20k_Atoms,2 x AMD EPYC 7742 64-Core,74th,4,0.1,32.1,Zen 2,Q3'19,19605,Server,629320.5,AuthenticAMD,409.6,16,2250,3400,512 MiB,524288,64 MiB,65536,64,2,2,128,256,32,9216,450,13900
LAMMPS_23Jun2022,Model_20k_Atoms,Intel Xeon Max 9480,74th,4,0,32.1,Sapphire Rapids,Q1'23,19605,Server,629320.5,GenuineIntel,307.2,8,1900,3500,112.5 MiB (1 instance),115200,112 MiB,114688,56,2,1,56,112,64,6809.6,350,12980
LAMMPS_23Jun2022,Model_20k_Atoms,AmpereOne 64-Core,74th,3,0,31.1,,,19605,,609715.5,Ampere,332.8,8,3600,3600,64 MiB,65536,128 MiB,131072,64,1,1,64,64,#N/A,#REF!,,
LAMMPS_23Jun2022,Model_20k_Atoms,Intel Xeon Platinum 8471N,73rd,3,0.1,28.7,Sapphire Rapids,Q1'23,19605,Server,562663.5,GenuineIntel,307.2,8,1800,3600,97.5 MiB (1 instance),99840,104 MiB,106496,52,2,1,52,104,64,5990.4,300,5171
LAMMPS_23Jun2022,Model_20k_Atoms,AMD EPYC 8534P 64-Core,73rd,8,2.9,28.5,Zen 4,Q3'23,19605,Server,558742.5,AuthenticAMD,230.4,6,2300,3100,128 MiB,131072,64 MiB,65536,64,2,1,64,128,32,4710.4,200,4950
LAMMPS_23Jun2022,Model_20k_Atoms,Intel Xeon Max 9468,73rd,4,0,28.3,Sapphire Rapids,Q1'23,19605,Server,554821.5,GenuineIntel,307.2,8,2100,3500,105 MiB (1 instance),107520,96 MiB,98304,48,2,1,48,96,64,6451.2,350,9900
LAMMPS_23Jun2022,Model_20k_Atoms,2 x Intel Xeon Gold 6342,72nd,4,0,27.2,Ice Lake,Q2'21,19605,Server,533256,GenuineIntel,409.6,16,2800,3500,72 MiB (2 instances),73728,60 MiB,61440,24,2,2,48,96,64,8601.6,460,5954
LAMMPS_23Jun2022,Model_20k_Atoms,AMD EPYC 8534PN 64-Core,72nd,7,2.6,26.9,Zen 4,Q3'23,19605,Server,527374.5,AuthenticAMD,230.4,6,2000,3100,128 MiB,131072,64 MiB,65536,64,2,1,64,128,32,4096,200,5445
LAMMPS_23Jun2022,Model_20k_Atoms,2 x AMD EPYC 75F3 32-Core,71st,5,1.3,26.3,Zen 3,Q1'21,19605,Server,515611.5,AuthenticAMD,409.6,16,2950,4000,512 MiB,524288,21 MiB,21504,32,2,2,64,128,32,6041.6,560,9720
LAMMPS_23Jun2022,Model_20k_Atoms,AMD Ryzen Threadripper 3990X 64-Core,71st,7,3.5,25.7,Zen 2,Q1'20,19605,Desktop,503848.5,AuthenticAMD,102.4,4,2900,4300,256 MiB,262144,32 MiB,32768,64,2,1,64,128,32,5939.2,280,3990
LAMMPS_23Jun2022,Model_20k_Atoms,2 x Intel Xeon Platinum 8280,70th,4,0,25.1,Cascade Lake,Q2'19,19605,Server,492085.5,GenuineIntel,281.568,12,2700,4000,77 MiB,78848,56 MiB,57344,28,2,2,56,112,64,9676.8,410,20018
LAMMPS_23Jun2022,Model_20k_Atoms,2 x AMD EPYC 7601 32-Core,69th,4,0.6,23.5,Zen,Q2'17,19605,Server,460717.5,AuthenticAMD,341.248,16,2200,3200,128 MiB,131072,32 MiB,32768,32,2,2,64,128,16,2252.8,360,8400
LAMMPS_23Jun2022,Model_20k_Atoms,Intel Core Ultra 9 285K,69th,14,1.3,23,Arrow Lake,Q4'24,19605,Desktop,450915,GenuineIntel,102.4,2,3700,5700,36 MiB (1 instance),36864,40 MiB,40960,24,1,1,24,24,32,2841.6,125,589
LAMMPS_23Jun2022,Model_20k_Atoms,2 x AMD EPYC 7551 32-Core,69th,3,0.7,22.7,Zen,Q2'17,19605,Server,445033.5,AuthenticAMD,341.248,16,2000,3000,128 MiB,131072,32 MiB,32768,32,2,2,64,128,16,2048,360,6800
LAMMPS_23Jun2022,Model_20k_Atoms,Intel Xeon Platinum 8380,67th,5,0.1,21.4,Ice Lake,Q2'21,19605,Server,419547,GenuineIntel,204.8,8,2300,3400,60 MiB,61440,40 MiB,40960,40,2,1,40,80,64,5888,270,9359
LAMMPS_23Jun2022,Model_20k_Atoms,AMD EPYC 4585PX 16-Core,66th,29,0.1,21.4,Zen 4,Q2'24,19605,Server,419547,AuthenticAMD,89.6,2,4300,5700,128 MiB,131072,16 MiB,16384,16,2,1,16,32,32,2201.6,120,699
LAMMPS_23Jun2022,Model_20k_Atoms,AMD Ryzen Threadripper 3970X 32-Core,64th,4,0.2,21.1,Zen 2,Q4'19,19605,Desktop,413665.5,AuthenticAMD,102.4,4,3700,4500,128 MiB,131072,16 MiB,16384,32,2,1,32,64,32,3788.8,280,1999
LAMMPS_23Jun2022,Model_20k_Atoms,AMD Ryzen 9 9950X 16-Core,64th,16,0.3,21,Zen 5,Q3'24,19605,Desktop,411705,AuthenticAMD,89.6,2,4300,5700,64 MiB,65536,16 MiB,16384,16,2,1,16,32,64,4403.2,170,649
LAMMPS_23Jun2022,Model_20k_Atoms,2 x Intel Xeon Gold 6346,63rd,4,0.1,20.9,Ice Lake,Q2'21,19605,Server,409744.5,GenuineIntel,409.6,16,3100,3600,72 MiB (2 instances),73728,40 MiB,40960,16,2,2,32,64,64,6348.8,410,5284
LAMMPS_23Jun2022,Model_20k_Atoms,AMD Ryzen 9 9950X3D 16-Core,62nd,13,0.1,20.5,Zen 5,Q1'25,19605,Desktop,401902.5,AuthenticAMD,89.6,2,4300,5700,128 MiB,131072,16 MiB,16384,16,2,1,16,32,64,4403.2,120,699
LAMMPS_23Jun2022,Model_20k_Atoms,Intel Xeon Gold 6421N,61st,4,0.2,20.3,Sapphire Rapids,Q1'23,19605,Server,397981.5,GenuineIntel,281.6,8,1800,3600,60 MiB (1 instance),61440,64 MiB,65536,32,2,1,32,64,64,3686.4,185,2368
LAMMPS_23Jun2022,Model_20k_Atoms,AMD EPYC 4565P 16-Core,61st,22,0,20.3,Zen 4,Q2'24,19605,Server,397981.5,AuthenticAMD,89.6,2,4300,5700,64 MiB,65536,16 MiB,16384,16,2,1,16,32,32,2201.6,170,699
LAMMPS_23Jun2022,Model_20k_Atoms,Intel Xeon Gold 6414U,60th,5,0.2,20.1,Sapphire Rapids,Q1'23,19605,Server,394060.5,GenuineIntel,307.2,8,2000,3400,60 MiB (1 instance),61440,64 MiB,65536,32,2,1,32,64,64,4096,185,2572
LAMMPS_23Jun2022,Model_20k_Atoms,AMD Ryzen Threadripper PRO 5965WX 24-Cores,58th,9,1.2,18.8,Zen 3,Q1'22,19605,Workstation,368574,AuthenticAMD,204.8,8,3800,4500,128 MiB,131072,12 MiB,12288,24,2,1,24,48,32,2918.4,280,2399
LAMMPS_23Jun2022,Model_20k_Atoms,AmpereOne 32-Core,58th,3,0,18.5,,,19605,,362692.5,Ampere,332.8,8,3600,3600,64 MiB,65536,64 MiB,65536,32,1,1,32,32,#N/A,#REF!,,
LAMMPS_23Jun2022,Model_20k_Atoms,AMD EPYC 8324P 32-Core,57th,5,0.7,18,Zen 4,Q3'23,19605,Server,352890,AuthenticAMD,230.4,6,2650,3000,128 MiB,131072,32 MiB,32768,32,2,1,32,64,32,2713.6,200,1895
LAMMPS_23Jun2022,Model_20k_Atoms,AMD Ryzen Threadripper 3960X 24-Core,56th,6,0.1,17.4,Zen 2,Q4'19,19605,Desktop,341127,AuthenticAMD,102.4,4,3800,4500,128 MiB,131072,12 MiB,12288,24,2,1,24,48,32,2918.4,280,1399
LAMMPS_23Jun2022,Model_20k_Atoms,AMD Ryzen 9 7950X 16-Core,55th,23,0.6,17.1,Zen 4,Q3'22,19605,Desktop,335245.5,AuthenticAMD,83.2,2,4500,5700,64 MiB,65536,16 MiB,16384,16,2,1,16,32,32,2304,170,699
LAMMPS_23Jun2022,Model_20k_Atoms,AMD Ryzen 9 9900X 12-Core,52nd,13,0.1,16.5,Zen 5,Q3'24,19605,Desktop,323482.5,AuthenticAMD,89.6,2,4400,5600,64 MiB,65536,12 MiB,12288,12,2,1,12,24,64,3379.2,120,499
LAMMPS_23Jun2022,Model_20k_Atoms,AMD EPYC 8534PN 32-Core,52nd,3,1.8,16.5,Zen 4,Q3'23,19605,Server,323482.5,AuthenticAMD,230.4,6,2000,3100,128 MiB,131072,32 MiB,32768,32,2,1,32,64,32,2048,155,2815
LAMMPS_23Jun2022,Model_20k_Atoms,AMD Ryzen 9 7950X3D 16-Core,51st,13,0.2,16.4,Zen 4,Q1'23,19605,Desktop,321522,AuthenticAMD,83.2,2,2400,5200,128 MiB,131072,16 MiB,16384,16,2,1,16,32,32,1228.8,120,699
LAMMPS_23Jun2022,Model_20k_Atoms,Intel Core i9-13900K,50th,26,2.3,16.3,Raptor Lake,Q4'22,19605,Desktop,319561.5,GenuineIntel,89.6,2,3000,5800,36 MiB (1 instance),36864,32 MiB,32768,24,1.333333333,1,24,32,32,2304,125,589
LAMMPS_23Jun2022,Model_20k_Atoms,AMD Ryzen 9 9900X3D 12-Core,49th,7,0,16.2,Zen 5,Q1'25,19605,Desktop,317601,AuthenticAMD,89.6,2,4400,550,128 MiB,131072,12 MiB,12288,12,2,1,12,24,64,3379.2,120,599
LAMMPS_23Jun2022,Model_20k_Atoms,AMD EPYC 4584PX 16-Core,49th,14,0.8,15.9,Zen 4,Q2'24,19605,Server,311719.5,AuthenticAMD,83.2,2,4200,5700,128 MiB,131072,16 MiB,16384,16,2,1,16,32,32,2150.4,120,699
LAMMPS_23Jun2022,Model_20k_Atoms,2 x Intel Xeon Gold 5220R,48th,4,0,15.7,Cascade Lake,Q1'20,19605,Server,307798.5,GenuineIntel,255.936,12,2200,4000,71.5 MiB,73216,48 MiB,49152,24,2,2,48,96,64,6758.4,300,3110
LAMMPS_23Jun2022,Model_20k_Atoms,AMD EPYC 4564P 16-Core,48th,15,1.4,15.7,Zen 4,Q2'24,19605,Server,307798.5,AuthenticAMD,83.2,2,4500,5700,64 MiB,65536,16 MiB,16384,16,2,1,16,32,32,2304,170,699
LAMMPS_23Jun2022,Model_20k_Atoms,AMD Ryzen Threadripper 2990WX 32-Core,47th,6,0.4,15.6,Zen+,Q3'18,19605,Desktop,305838,AuthenticAMD,93.856,4,3000,4200,64 MiB,65536,16 MiB,16384,32,2,1,32,64,16,1536,250,1799
LAMMPS_23Jun2022,Model_20k_Atoms,AMD EPYC 4545P 16-Core,47th,8,0,15.6,Zen 4,Q2'24,19605,Server,305838,AuthenticAMD,89.6,2,3000,5400,64 MiB,65536,16 MiB,16384,16,2,1,16,32,32,1536,65,679
LAMMPS_23Jun2022,Model_20k_Atoms,Intel Core Ultra 5 245K,47th,7,0.5,15.4,Arrow Lake,Q4'24,19605,Desktop,301917,GenuineIntel,102.4,2,4200,5200,24 MiB (1 instance),24576,26 MiB,26624,14,1,1,14,14,32,1881.6,159,319
LAMMPS_23Jun2022,Model_20k_Atoms,Intel Xeon Gold 6342,46th,4,0.8,15.1,Ice Lake,Q2'21,19605,Server,296035.5,GenuineIntel,204.8,8,2800,3500,36 MiB (1 instance),36864,30 MiB,30720,24,2,1,24,48,64,4300.8,230,2977
LAMMPS_23Jun2022,Model_20k_Atoms,AMD EPYC 4465P 12-Core,45th,4,0,14.3,Zen 4,Q2'24,19605,Server,280351.5,AuthenticAMD,89.6,2,3400,5400,64 MiB,65536,12 MiB,12288,12,2,1,12,24,32,1305.6,65,557
LAMMPS_23Jun2022,Model_20k_Atoms,AMD EPYC 7601 32-Core,44th,12,0.1,13.9,Zen,Q2'17,19605,Server,272509.5,AuthenticAMD,170.624,8,2200,3200,64 MiB,65536,16 MiB,16384,32,2,1,32,64,16,1126.4,180,4200
LAMMPS_23Jun2022,Model_20k_Atoms,AMD Ryzen 9 7900X 12-Core,43rd,18,0.3,13.3,Zen 4,Q3'22,19605,Desktop,260746.5,AuthenticAMD,83.2,2,4700,5600,64 MiB,65536,12 MiB,12288,12,2,1,12,24,32,1804.8,170,549
LAMMPS_23Jun2022,Model_20k_Atoms,AMD EPYC 7551 32-Core,42nd,3,0.6,12.8,Zen,Q2'17,19605,Server,250944,AuthenticAMD,170.624,8,2000,3000,64 MiB,65536,16 MiB,16384,32,2,1,32,64,16,1024,180,3400
LAMMPS_23Jun2022,Model_20k_Atoms,AMD Ryzen Threadripper 2970WX 24-Core,42nd,5,0.3,12.8,Zen+,Q4'18,19605,Desktop,250944,AuthenticAMD,93.856,4,3000,4200,64 MiB,65536,12 MiB,12288,24,2,1,24,48,16,1152,250,1299
LAMMPS_23Jun2022,Model_20k_Atoms,AMD Ryzen 9 5950X 16-Core,41st,27,0.7,12.6,Zen 3,Q4'20,19605,Desktop,247023,AuthenticAMD,51.2,2,3400,4900,64 MiB,65536,8 MiB,8192,16,2,1,16,32,32,1740.8,105,799
LAMMPS_23Jun2022,Model_20k_Atoms,AMD Ryzen 9 7900X3D 12-Core,40th,8,0,12.5,Zen 4,Q1'23,19605,Desktop,245062.5,AuthenticAMD,83.2,2,4400,5600,128 MiB,131072,12 MiB,12288,12,2,1,12,24,32,1689.6,120,599
LAMMPS_23Jun2022,Model_20k_Atoms,Intel Core i9-10980XE,38th,7,0.3,12.2,Cascade Lake,Q4'19,19605,Desktop,239181,GenuineIntel,93.856,4,3000,4600,24.75 MiB,25344,18 MiB,18432,18,2,1,18,36,64,3456,165,979
LAMMPS_23Jun2022,Model_20k_Atoms,AMD Ryzen 7 9800X3D 8-Core,38th,9,0.1,12.1,Zen 5,Q4'24,19605,Desktop,237220.5,AuthenticAMD,89.6,2,3300,5100,96 MiB,98304,8 MiB,8192,8,2,1,8,16,64,1689.6,120,479
LAMMPS_23Jun2022,Model_20k_Atoms,AMD Ryzen 9 3950X 16-Core,37th,6,0,11.9,Zen 2,Q4'19,19605,Desktop,233299.5,AuthenticAMD,51.2,2,3500,4700,64 MiB,65536,8 MiB,8192,16,2,1,16,32,32,1792,105,749
LAMMPS_23Jun2022,Model_20k_Atoms,Intel Xeon Gold 6346,37th,3,0.1,11.7,Ice Lake,Q2'21,19605,Server,229378.5,GenuineIntel,204.8,8,3100,3600,36 MiB (1 instance),36864,20 MiB,20480,16,2,1,16,32,64,3174.4,205,2642
