category,segment_index,breakpoint,slope,ci_low,ci_high,n_segments,n_points
ALL_DATA,0,,-0.30093143388928706,,,2,139
ALL_DATA,1,29058.020797725658,-1.3574261231092573,332.9284714569724,36297.82201058732,2,139
64 fp32,0,,-0.18131249841877886,,,2,46
64 fp32,1,29388.872965791907,-1.3731930170247861,2137.997431514398,39673.363040475604,2,46
32 fp32,0,,-0.22962272743862966,,,2,85
32 fp32,1,13747.129799446358,-0.9918241765897454,487.3602636256883,25902.99799306853,2,85
