category,segment_index,breakpoint,slope,ci_low,ci_high,n_segments,n_points
ALL_DATA,0,,-0.30093143388928706,,,2,139
ALL_DATA,1,29058.020797725658,-1.3574261231092573,332.9284714569724,36297.82201058732,2,139
49+ cores,0,,-0.4704211417589623,,,2,42
49+ cores,1,32767.999731703636,-1.333120485829212,5182.309266922615,43260.941988406084,2,42
17-32 cores,0,,-0.759652109296119,,,1,16
9-16 cores,0,,-0.2927684693401753,,,1,39
5-8 cores,0,,-0.3223695620273902,,,1,32
