breakpoint_index,breakpoint_GFLOPS_median,breakpoint_CI_low,breakpoint_CI_high,slope_left_mean,slope_left_std,slope_right_mean,slope_right_std
1,2162.752436984113,332.8490707583557,36678.16163428689,330.31066992916544,1798.6456042707337,0.04110016983814468,0.9609597425650375
